bid, name, intro, birthday, gender, region
12908010, 严肃的老李头, None, 1999-12-31T00:00:00.000, Female, Unknown
12908019, gaohaoxiang, None, 1999-12-31T00:00:00.000, Female, Unknown
12908038, 灵秀的咪噜I0u0, None, 1999-12-31T00:00:00.000, Female, Unknown
12908040, 涵涵4034, None, 2010-12-03T00:00:00.000, Male, Unknown
12908066, 西西里, 我是西西里 于2021年9月21日上岛 做模型还可以，代码一窍不通, 2000-01-16T00:00:00.000, Male, Unknown
12908093, 3210529z7, None, 2000-01-01T00:00:00.000, Female, Unknown
12908100, 调皮的飞电鼠Khnt, None, 1999-12-31T00:00:00.000, Female, Unknown
12908150, 白莺, None, 1999-12-31T00:00:00.000, Female, Unknown
12908152, 王志鑫,  徒弟你十月30再玩，去人生的跑酷, 1999-12-31T00:00:00.000, Female, Unknown
12908169, 叫兽jl, 不找师傅，抢车。, 2000-01-01T00:00:00.000, Female, Unknown
12908183, 轩轩1231, None, 1999-12-31T00:00:00.000, Female, Unknown
12908188, 皮实的疾电猴Isdd, None, 1999-12-31T00:00:00.000, Female, Unknown
12908190, 可爱的cy, None, 1999-12-31T00:00:00.000, Female, Unknown
12908199, 天动福, None, 1999-12-31T00:00:00.000, Female, Unknown
12908200, 小王1893, None, 1999-12-31T00:00:00.000, Female, Unknown
12908235, 登高向天笑, None, 1999-12-31T00:00:00.000, Female, Unknown
12908251, 浪漫的飞电鼠2hWb, None, 1999-12-31T00:00:00.000, Female, Unknown
12908275, 杂志锁屏, None, 1999-12-31T00:00:00.000, Female, Unknown
12908280, 梦千秋族|神决秋梦l代号秋l族长, 违规签名，已被重置, 2009-11-06T00:00:00.000, Unknown, Unknown
12908301, 优雅的猪, None, 1999-12-31T00:00:00.000, Female, Unknown
12908367, 内向的超能鸭Hm_t, None, 1999-12-31T00:00:00.000, Female, Unknown
12908423, 浮云大陆tu, None, 2010-11-04T00:00:00.000, Unknown, Unknown
12908436, 芳芳f2hy, None, 1999-12-31T00:00:00.000, Female, Unknown
12908438, 喷火龙(找师傅)j7, None, 2012-05-24T00:00:00.000, Unknown, Unknown
12908458, xh.梦空, None, 1999-12-31T00:00:00.000, Female, Unknown
12908469, 放弃治疗的霹雳喵小蓝, None, 1999-12-31T00:00:00.000, Female, Unknown
12908486, 一起, None, 1999-12-31T00:00:00.000, Female, Unknown
12908507, 乐观的流星猫2o7Ruy, None, 2012-06-01T00:00:00.000, Female, Unknown
12908514, 知鹤碎不着, None, 1999-12-31T00:00:00.000, Female, Unknown
12908515, 圣神族工程队队长光明使者, 想当工程兵, 2010-06-10T00:00:00.000, Unknown, Unknown
12908520, 尘埃gvhg, None, 2009-05-30T00:00:00.000, Female, Unknown
12908540, 薛清馨, None, 1999-12-31T00:00:00.000, Female, Unknown
12908542, 暮雪疏影, 山峰之巅，武器试验场，都是我常去的地方。, 2009-10-02T00:00:00.000, Unknown, Unknown
12908548, 闪电龙2010肖, None, 1999-12-31T00:00:00.000, Female, Unknown
12908552, 幽默的熔岩龙., None, 1999-12-31T00:00:00.000, Female, Unknown
12908576, 唐三gcFX, None, 1999-12-31T00:00:00.000, Female, Unknown
12908580, 善良的小黄鸡WBdJ, None, 1999-12-31T00:00:00.000, Female, Unknown
12908589, 朱雀志之(朱雀使者), None, 2011-06-28T00:00:00.000, Female, Unknown
12908600, 一只健康无危害的萌新zk, 师傅/朋友：露水呀 , 2000-01-01T00:00:00.000, Male, Unknown
12908611, 善良的流星猫oLqA, None, 1999-12-31T00:00:00.000, Female, Unknown
12908614, 天真的麦霸菇kO1v, None, 1999-12-31T00:00:00.000, Female, Unknown
