bid, name, intro, birthday, gender, region
12906130, Cristiano.Ronaldo, 我认为自己是世界上最好的足球运动员。如果你不相信自己是最好的，你将永远无法实现。没有成为世界第一, 1999-12-31T00:00:00.000, Female, Unknown
12906175, yejian夜间, None, 1999-12-31T00:00:00.000, Female, Unknown
12906214, 孟宇畅, None, 2013-03-07T00:00:00.000, Unknown, Unknown
12906215, 嘉兴编程猫_王嘉, None, 1999-12-31T00:00:00.000, Female, Unknown
12906222, 韩豫不是韩愈, None, 1999-12-31T00:00:00.000, Female, Unknown
12906228, 迷人的泡泡泥r-zW, None, 1999-12-31T00:00:00.000, Female, Unknown
12906236, 喷龙丨荧光蓝龙丨, 半退游, 2012-04-08T00:00:00.000, Male, Unknown
12906250, 无敌猫5895, None, 1999-12-31T00:00:00.000, Female, Unknown
12906258, dreams-maker, 挂前面: 我曾经叫凉纸蔔識蕪極鰲，现在请叫我maker或者小黑） 于3/13退岛，7/17回归  挂后面: 嘿嘿，我有师傅力）, 1999-12-31T00:00:00.000, Female, Unknown
12906268, 独立的炸弹人o78e, None, 1999-12-31T00:00:00.000, Female, Unknown
12906269, 可盐可甜的朋克喵小魏, None, 1999-12-31T00:00:00.000, Female, Unknown
12906271, 高冷君白逸, 技术喵创世神Him  , 2010-06-24T00:00:00.000, Unknown, Unknown
12906281, 率真的花粉蝶RjRL, None, 1999-12-31T00:00:00.000, Female, Unknown
12906293, 水神-芙卡洛斯, mhynmsl！还我水神！！！！！死刑！通通执行！！！反复执行！！！！！！！！！！！！！, 2012-10-23T00:00:00.000, Male, Unknown
12906297, 忠诚的蓝甲虫6WCD, None, 1999-12-31T00:00:00.000, Female, Unknown
12906302, 龙皇战神族族长, 全网通缉哲别，甜甜樱花雪，还有龙。, 1999-12-31T00:00:00.000, Unknown, Unknown
12906305, 苏烈(兄弟), None, 1999-12-31T00:00:00.000, Female, Unknown
12906344, 开朗的狂电猴f3k59, None, 1999-12-31T00:00:00.000, Female, Unknown
12906349, 孙千, None, 1999-12-31T00:00:00.000, Female, Unknown
12906359, DiamondAxe雨辰, None, 1999-12-31T00:00:00.000, Female, Unknown
12906371, 害羞的达达蟹0oIB, None, 1999-12-31T00:00:00.000, Female, Unknown
12906373, 亿只狗头君, None, 1999-12-31T00:00:00.000, Female, Unknown
12906398, CleverlyAlan, 再见, 2011-02-15T00:00:00.000, Unknown, Unknown
12906404, 晚风7255, None, 1999-12-31T00:00:00.000, Female, Unknown
12906434, 土老头, None, 1999-12-31T00:00:00.000, Female, Unknown
12906465, 同手同脚的万磁喵又又, None, 1999-12-31T00:00:00.000, Female, Unknown
12906484, 无敌6666, None, 2000-01-29T00:00:00.000, Female, Unknown
12906485, 不用取名字, 114514, 2010-01-01T00:00:00.000, Male, 440000
12906503, 千年后我们再见, None, 2011-06-03T00:00:00.000, Female, Unknown
12906513, 九八K, None, 1999-12-31T00:00:00.000, Female, Unknown
12906540, 豪横的草灵灵小魏, 刘, 2012-11-01T00:00:00.000, Unknown, Unknown
12906553, Leo-机主停用xd, None, 2000-01-01T00:00:00.000, Female, Unknown
12906604, AOR招生部星毁沉聞缁洛, 苏杉杉, 2021-12-31T00:00:00.000, Unknown, Unknown
12906605, 佥某, 给岁月以文明，给时光以生命。 , 2009-08-01T00:00:00.000, Unknown, Unknown
