bid, name, intro, birthday, gender, region
12898270, 小芝朵, None, 1999-12-31T00:00:00.000, Female, Unknown
12898295, 勇敢的狼王蛛Tfoohp, None, 2000-01-01T00:00:00.000, Female, Unknown
12898308, 晴天8247, None, 1999-12-31T00:00:00.000, Female, Unknown
12898315, 可盐可甜的金刚喵小陈, None, 2010-01-14T00:00:00.000, Female, Unknown
12898323, 奶油炒团子, None, 1999-12-31T00:00:00.000, Female, Unknown
12898327, 茶120, None, 1999-12-31T00:00:00.000, Female, Unknown
12898331, 活波的挠挠熊3GRC, None, 1999-12-31T00:00:00.000, Female, Unknown
12898352, 外向的巨叶龙MoYY, None, 1999-12-31T00:00:00.000, Female, Unknown
12898357, 蜜柚奶茶, None, 1999-12-31T00:00:00.000, Female, Unknown
12898368, 急躁的独角蛛9IZn, None, 1999-12-31T00:00:00.000, Female, Unknown
12898395, 干实的泡泡泥38q, None, 2000-01-01T00:00:00.000, Female, Unknown
12898396, 我叫坦克兵, 原来叫坦克兵MOD1原版，现在叫：我叫坦克兵, 2012-07-04T00:00:00.000, Unknown, Unknown
12898397, 威武的飞电鼠JpxP, None, 1999-12-31T00:00:00.000, Female, Unknown
12898413, 搞笑的大黄鸡rK6K, None, 1999-12-31T00:00:00.000, Female, Unknown
12898427, 温顺的萌萌熊ucY1, None, 1999-12-31T00:00:00.000, Female, Unknown
12898450, 风趣的飞叶龙kIqd, None, 1999-12-31T00:00:00.000, Female, Unknown
12898454, 阿祯, None, 1999-12-31T00:00:00.000, Female, Unknown
12898463, 啊这这这_o, None, 2009-09-25T00:00:00.000, Male, Unknown
12898468, 奇奇怪怪的蝙蝠喵又又gn, None, 2000-01-01T00:00:00.000, Female, Unknown
12898473, 盖亚6692, None, 1999-12-31T00:00:00.000, Female, Unknown
12898480, 邪神超神AX, 违规签名，已被重置, 2008-12-17T00:00:00.000, Female, Unknown
12898482, 小浩5490, None, 2011-04-19T00:00:00.000, Unknown, Unknown
12898484, 诚信者天下之结也, None, 1999-12-31T00:00:00.000, Female, Unknown
12898490, 破碎纪元, None, 1999-12-31T00:00:00.000, Female, Unknown
12898494, 飞翔的创造力, None, 1999-12-31T00:00:00.000, Female, Unknown
12898513, 书痴淼淼, None, 2011-03-30T00:00:00.000, Unknown, Unknown
12898557, 任芷黎, 任芷黎, 2011-09-02T00:00:00.000, Male, Unknown
12898563, 外向的麦霸菇vyRU, None, 1999-12-31T00:00:00.000, Female, Unknown
12898565, 初出茅庐的蜘蛛喵杉杉, None, 1999-12-31T00:00:00.000, Female, Unknown
12898568, 斤鲸, ？？？, 1999-12-31T00:00:00.000, Female, Unknown
12898575, 忠厚的麦霸菇uqZf, None, 1999-12-31T00:00:00.000, Female, Unknown
